Area,Year,Temperature Change,Standard Deviation
Africa,1964,-0.616,0.304
Africa,1964,-0.47,0.304
Africa,1964,-0.473,0.314
Africa,1964,-0.221,0.353
Eastern Africa,1964,-0.045,0.345
Eastern Africa,1964,0.243,0.338
Eastern Africa,1964,0.46,0.363
Eastern Africa,1964,-0.134,0.399
Eastern Africa,1964,-0.455,0.451
Eastern Africa,1964,-0.264,0.369
Eastern Africa,1964,-0.975,0.353
Eastern Africa,1964,-0.582,0.349
Eastern Africa,1964,-0.607,0.346
Eastern Africa,1964,-0.445,0.371
Eastern Africa,1964,-0.224,0.304
Eastern Africa,1964,-0.725,0.378
Middle Africa,1964,0.314,0.418
Middle Africa,1964,-0.08,0.506
Middle Africa,1964,0.397,0.355
Middle Africa,1964,-0.058,0.317
Middle Africa,1964,-0.048,0.291
Middle Africa,1964,-0.28,0.26
Middle Africa,1964,-0.585,0.327
Middle Africa,1964,-0.416,0.295
Middle Africa,1964,-0.441,0.33
Middle Africa,1964,-0.601,0.27
Middle Africa,1964,-0.353,0.301
Middle Africa,1964,-0.238,0.401
Northern Africa,1964,-0.752,0.767
Northern Africa,1964,-0.395,0.804
Northern Africa,1964,1.218,0.79
Northern Africa,1964,-0.191,0.395
Northern Africa,1964,-0.065,0.506
Northern Africa,1964,0.203,0.308
Northern Africa,1964,-0.41,0.419
Northern Africa,1964,-0.098,0.312
Northern Africa,1964,-0.83,0.368
Northern Africa,1964,-0.299,0.45
Northern Africa,1964,-0.61,0.624
Northern Africa,1964,-0.33,0.642
Southern Africa,1964,0.463,0.706
Southern Africa,1964,0.972,0.624
Southern Africa,1964,1.598,0.753
Southern Africa,1964,0.166,0.617
Southern Africa,1964,0.496,0.409
Southern Africa,1964,-1.372,0.852
Southern Africa,1964,-1.198,0.572
Southern Africa,1964,-0.498,0.61
Southern Africa,1964,-0.459,0.621
Southern Africa,1964,-0.39,0.685
Southern Africa,1964,-0.567,0.585
Southern Africa,1964,-0.412,0.58
Western Africa,1964,0.108,0.915
Western Africa,1964,0.075,0.781
Western Africa,1964,1.08,0.701
Western Africa,1964,-0.206,0.498
Western Africa,1964,0.053,0.425
Western Africa,1964,-0.339,0.44
Western Africa,1964,-0.317,0.446
Western Africa,1964,-0.75,0.51
Western Africa,1964,-0.587,0.478
Western Africa,1964,-0.625,0.424
Western Africa,1964,-0.627,0.437
Western Africa,1964,0.555,0.57
Northern America,1964,1.222,0.948
Northern America,1964,0.689,1.621
Northern America,1964,-2.683,1.087
Northern America,1964,-0.786,0.825
Northern America,1964,-0.023,0.519
Northern America,1964,-0.449,0.429
Northern America,1964,0.091,0.366
Northern America,1964,-0.646,0.38
Northern America,1964,-0.481,0.602
Northern America,1964,-0.052,0.936
Northern America,1964,0.03,0.627
Northern America,1964,-1.846,1.326
Central America,1964,-0.882,0.595
Central America,1964,-0.769,0.52
Central America,1964,-0.18,0.643
Central America,1964,0.404,0.461
Central America,1964,0.185,0.325
Central America,1964,-0.652,0.403
Central America,1964,0.036,0.488
Central America,1964,0.102,0.385
Central America,1964,-0.036,0.403
Central America,1964,-0.59,0.469
Central America,1964,0.06,0.566
Central America,1964,-0.071,0.513
South America,1964,0.227,0.263
South America,1964,0.18,0.326
South America,1964,-0.261,0.414
South America,1964,0.204,0.418
South America,1964,0.045,0.479
South America,1964,-0.84,0.564
South America,1964,-0.628,0.495
South America,1964,-0.134,0.39
South America,1964,-0.236,0.334
South America,1964,-0.627,0.335
South America,1964,-0.601,0.315
South America,1964,-0.586,0.272
Central Asia,1964,,
Central Asia,1964,,
Central Asia,1964,,
Central Asia,1964,,
Central Asia,1964,,
Central Asia,1964,,
Central Asia,1964,,
Central Asia,1964,,
Central Asia,1964,,
Central Asia,1964,,
Central Asia,1964,,
Central Asia,1964,,
Eastern Asia,1964,0.492,1.045
Eastern Asia,1964,-3.33,1.725
Eastern Asia,1964,0.385,1.077
Eastern Asia,1964,1.268,0.683
Eastern Asia,1964,0.171,0.467
Eastern Asia,1964,-0.345,0.366
Eastern Asia,1964,-0.133,0.303
Eastern Asia,1964,0.246,0.42
Eastern Asia,1964,-0.068,0.482
Eastern Asia,1964,-0.152,0.524
Eastern Asia,1964,0.522,1.088
Eastern Asia,1964,0.197,1.24
Southern Asia,1964,-2.586,0.962
Southern Asia,1964,-0.111,1.265
Southern Asia,1964,1.192,0.867
Southern Asia,1964,0.078,0.796
Southern Asia,1964,-0.049,0.556
Southern Asia,1964,0.012,0.323
Southern Asia,1964,-0.157,0.247
Southern Asia,1964,0.189,0.244
Southern Asia,1964,-0.225,0.243
Southern Asia,1964,-0.92,0.524
Southern Asia,1964,-0.569,0.642
Southern Asia,1964,-1.624,0.705
South-Eastern Asia,1964,0.676,0.567
South-Eastern Asia,1964,0.148,0.456
South-Eastern Asia,1964,0.005,0.381
South-Eastern Asia,1964,0.1,0.349
South-Eastern Asia,1964,-0.236,0.25
South-Eastern Asia,1964,-0.128,0.22
South-Eastern Asia,1964,-0.096,0.2
South-Eastern Asia,1964,-0.012,0.162
South-Eastern Asia,1964,0.04,0.143
South-Eastern Asia,1964,-0.011,0.178
South-Eastern Asia,1964,-0.565,0.368
South-Eastern Asia,1964,-0.657,0.465
Western Asia,1964,-2.336,1.179
Western Asia,1964,-0.503,1.261
Western Asia,1964,0.642,0.935
Western Asia,1964,-0.288,0.759
Western Asia,1964,-0.516,0.572
Western Asia,1964,0.1,0.539
Western Asia,1964,-0.261,0.474
Western Asia,1964,-0.719,0.568
Western Asia,1964,-0.601,0.585
Western Asia,1964,-0.801,0.653
Western Asia,1964,-0.453,0.934
Western Asia,1964,-0.64,0.997
Eastern Europe,1964,-1.938,1.94
Eastern Europe,1964,-1.124,1.869
Eastern Europe,1964,-0.94,1.375
Eastern Europe,1964,-1.109,0.866
Eastern Europe,1964,-0.632,0.642
Eastern Europe,1964,0.967,0.638
Eastern Europe,1964,-0.236,0.539
Eastern Europe,1964,-0.945,0.453
Eastern Europe,1964,-0.128,0.576
Eastern Europe,1964,-0.455,0.86
Eastern Europe,1964,0.435,0.88
Eastern Europe,1964,-0.326,1.055
Northern Europe,1964,3.445,2.461
Northern Europe,1964,0.225,2.643
Northern Europe,1964,0.05,1.93
Northern Europe,1964,0.783,0.923
Northern Europe,1964,1.096,0.868
Northern Europe,1964,-0.863,0.979
Northern Europe,1964,-0.617,0.914
Northern Europe,1964,-0.594,0.731
Northern Europe,1964,-0.492,0.864
Northern Europe,1964,0.884,1.259
Northern Europe,1964,0.362,1.449
Northern Europe,1964,0.335,2.186
Southern Europe,1964,-1.421,0.843
Southern Europe,1964,0.056,1.294
Southern Europe,1964,-0.038,1.0
Southern Europe,1964,0.254,0.861
Southern Europe,1964,1.31,0.719
Southern Europe,1964,1.023,0.695
Southern Europe,1964,0.264,0.453
Southern Europe,1964,-0.076,0.729
Southern Europe,1964,0.723,0.889
Southern Europe,1964,-0.246,0.94
Southern Europe,1964,0.322,0.862
Southern Europe,1964,-0.488,0.883
Western Europe,1964,-1.807,2.053
Western Europe,1964,0.726,2.145
Western Europe,1964,-1.67,1.577
Western Europe,1964,0.86,1.194
Western Europe,1964,1.583,0.873
Western Europe,1964,1.069,1.019
Western Europe,1964,1.139,1.099
Western Europe,1964,-0.029,0.908
Western Europe,1964,0.784,1.174
Western Europe,1964,-1.736,1.45
Western Europe,1964,0.685,1.098
Western Europe,1964,-0.829,1.828
Australia and New Zealand,1964,-0.27,0.654
Australia and New Zealand,1964,-0.548,0.511
Australia and New Zealand,1964,0.08,0.514
Australia and New Zealand,1964,0.108,0.467
Australia and New Zealand,1964,-0.055,0.691
Australia and New Zealand,1964,0.187,0.601
Australia and New Zealand,1964,0.69,0.76
Australia and New Zealand,1964,0.244,0.608
Australia and New Zealand,1964,0.611,0.752
Australia and New Zealand,1964,-1.314,0.833
Australia and New Zealand,1964,-0.388,0.631
Australia and New Zealand,1964,-1.106,0.708
Antarctica,1965,-0.651,1.24
Antarctica,1965,0.538,1.084
Antarctica,1965,1.217,1.156
Antarctica,1965,-0.095,1.868
Antarctica,1965,1.126,1.704
Antarctica,1965,2.824,1.929
Antarctica,1965,-2.59,1.801
Antarctica,1965,1.939,2.216
Antarctica,1965,-2.656,2.058
Antarctica,1965,-1.108,1.344
Antarctica,1965,-1.467,1.124
Antarctica,1965,-0.09,1.161
South Africa,1965,0.07,0.637
South Africa,1965,0.551,0.583
South Africa,1965,0.229,0.625
South Africa,1965,-0.077,0.64
South Africa,1965,0.139,0.483
South Africa,1965,-1.591,0.788
South Africa,1965,0.352,0.656
South Africa,1965,1.274,0.65
South Africa,1965,0.89,0.742
South Africa,1965,-1.217,0.762
South Africa,1965,-0.415,0.657
South Africa,1965,-0.176,0.701
Africa,1965,-0.14,0.488
Africa,1965,-0.12,0.483
Africa,1965,-0.094,0.484
Africa,1965,-0.668,0.316
Africa,1965,-0.266,0.341
Africa,1965,-0.325,0.292
Africa,1965,0.109,0.313
Africa,1965,-0.118,0.303
Africa,1965,-0.087,0.304
Africa,1965,-0.191,0.304
Africa,1965,-0.244,0.314
Africa,1965,-0.192,0.353
Eastern Africa,1965,-0.645,0.345
Eastern Africa,1965,-0.202,0.338
Eastern Africa,1965,-0.307,0.363
Eastern Africa,1965,-0.484,0.399
Eastern Africa,1965,-0.491,0.451
Eastern Africa,1965,-0.463,0.369
Eastern Africa,1965,-0.193,0.353
Eastern Africa,1965,-0.14,0.349
Eastern Africa,1965,-0.128,0.346
Eastern Africa,1965,-0.647,0.371
Eastern Africa,1965,-0.061,0.304
Eastern Africa,1965,0.067,0.378
Middle Africa,1965,0.033,0.418
Middle Africa,1965,-0.296,0.506
Middle Africa,1965,-0.391,0.355
Middle Africa,1965,-0.402,0.317
Middle Africa,1965,-0.34,0.291
Middle Africa,1965,0.013,0.26
Middle Africa,1965,0.04,0.327
Middle Africa,1965,-0.07,0.295
Middle Africa,1965,-0.006,0.33
Middle Africa,1965,-0.04,0.27
Middle Africa,1965,-0.151,0.301
Middle Africa,1965,-0.106,0.401
Northern Africa,1965,0.0,0.767
Northern Africa,1965,-0.444,0.804
Northern Africa,1965,0.303,0.79
Northern Africa,1965,-1.002,0.395
Northern Africa,1965,-0.354,0.506
Northern Africa,1965,-0.084,0.308
Northern Africa,1965,0.503,0.419
Northern Africa,1965,-0.27,0.312
Northern Africa,1965,-0.129,0.368
Northern Africa,1965,0.151,0.45
Northern Africa,1965,-0.178,0.624
Northern Africa,1965,0.014,0.642
Southern Africa,1965,0.249,0.706
Southern Africa,1965,0.867,0.624
Southern Africa,1965,0.328,0.753
Southern Africa,1965,-0.09,0.617
Southern Africa,1965,0.143,0.409
Southern Africa,1965,-1.23,0.852
Southern Africa,1965,0.242,0.572
Southern Africa,1965,0.96,0.61
Southern Africa,1965,0.49,0.621
Southern Africa,1965,-1.451,0.685
Southern Africa,1965,-0.223,0.585
Southern Africa,1965,0.175,0.58
Western Africa,1965,-0.165,0.915
Western Africa,1965,0.174,0.781
Western Africa,1965,-0.286,0.701
Western Africa,1965,-0.934,0.498
Western Africa,1965,-0.007,0.425
Western Africa,1965,-0.488,0.44
Western Africa,1965,-0.106,0.446
Western Africa,1965,-0.407,0.51
Western Africa,1965,-0.322,0.478
Western Africa,1965,0.191,0.424
Western Africa,1965,-0.635,0.437
Western Africa,1965,-0.995,0.57
Northern America,1965,0.084,0.948
Northern America,1965,-1.88,1.621
Northern America,1965,-0.465,1.087
Northern America,1965,0.347,0.825
Northern America,1965,0.118,0.519
Northern America,1965,-0.831,0.429
Northern America,1965,-0.678,0.366
Northern America,1965,-0.572,0.38
Northern America,1965,-1.443,0.602
Northern America,1965,-0.398,0.936
Northern America,1965,0.438,0.627
Northern America,1965,1.012,1.326
Central America,1965,0.294,0.595
Central America,1965,-0.691,0.52
Central America,1965,-0.75,0.643
Central America,1965,0.237,0.461
Central America,1965,-0.096,0.325
Central America,1965,-0.394,0.403
Central America,1965,0.008,0.488
Central America,1965,-0.274,0.385
Central America,1965,0.019,0.403
Central America,1965,-0.405,0.469
Central America,1965,1.21,0.566
Central America,1965,0.402,0.513
South America,1965,-0.292,0.263
South America,1965,0.059,0.326
South America,1965,-0.523,0.414
South America,1965,-0.148,0.418
South America,1965,-0.186,0.479
South America,1965,1.056,0.564
South America,1965,-0.092,0.495
South America,1965,0.221,0.39
South America,1965,0.007,0.334
South America,1965,0.238,0.335
South America,1965,0.071,0.315
South America,1965,-0.124,0.272
Central Asia,1965,,
Central Asia,1965,,
Central Asia,1965,,
Central Asia,1965,,
Central Asia,1965,,
Central Asia,1965,,
Central Asia,1965,,
Central Asia,1965,,
Central Asia,1965,,
Central Asia,1965,,
Central Asia,1965,,
Central Asia,1965,,
Eastern Asia,1965,1.394,1.045
Eastern Asia,1965,0.562,1.725
Eastern Asia,1965,-0.483,1.077
Eastern Asia,1965,-0.391,0.683
Eastern Asia,1965,0.404,0.467
Eastern Asia,1965,0.106,0.366
Eastern Asia,1965,-0.285,0.303
Eastern Asia,1965,-0.52,0.42
Eastern Asia,1965,-0.25,0.482
Eastern Asia,1965,0.759,0.524
Eastern Asia,1965,0.424,1.088
Eastern Asia,1965,-0.887,1.24
Southern Asia,1965,0.619,0.962
Southern Asia,1965,-0.087,1.265
Southern Asia,1965,-0.612,0.867
Southern Asia,1965,-1.541,0.796
Southern Asia,1965,-0.217,0.556
Southern Asia,1965,0.188,0.323
Southern Asia,1965,-0.02,0.247
Southern Asia,1965,-0.179,0.244
Southern Asia,1965,-0.182,0.243
Southern Asia,1965,0.705,0.524
Southern Asia,1965,0.861,0.642
Southern Asia,1965,-0.129,0.705
South-Eastern Asia,1965,-0.717,0.567
South-Eastern Asia,1965,0.107,0.456
South-Eastern Asia,1965,-0.445,0.381
South-Eastern Asia,1965,-0.297,0.349
South-Eastern Asia,1965,-0.237,0.25
South-Eastern Asia,1965,-0.274,0.22
South-Eastern Asia,1965,-0.271,0.2
South-Eastern Asia,1965,-0.221,0.162
South-Eastern Asia,1965,-0.153,0.143
South-Eastern Asia,1965,0.027,0.178
South-Eastern Asia,1965,0.281,0.368
South-Eastern Asia,1965,0.653,0.465
Western Asia,1965,-0.139,1.179
Western Asia,1965,0.068,1.261
Western Asia,1965,0.185,0.935
Western Asia,1965,-1.141,0.759
Western Asia,1965,-0.28,0.572
Western Asia,1965,0.412,0.539
Western Asia,1965,0.042,0.474
Western Asia,1965,0.416,0.568
Western Asia,1965,0.52,0.585
Western Asia,1965,-0.876,0.653
Western Asia,1965,0.095,0.934
Western Asia,1965,0.376,0.997
Eastern Europe,1965,0.69,1.94
Eastern Europe,1965,-1.279,1.869
Eastern Europe,1965,0.043,1.375
Eastern Europe,1965,-1.49,0.866
Eastern Europe,1965,-0.546,0.642
Eastern Europe,1965,-0.077,0.638
Eastern Europe,1965,-0.415,0.539
Eastern Europe,1965,-0.585,0.453
Eastern Europe,1965,0.348,0.576
Eastern Europe,1965,-0.645,0.86
Eastern Europe,1965,-0.873,0.88
Eastern Europe,1965,1.306,1.055
Northern Europe,1965,0.857,2.461
Northern Europe,1965,0.887,2.643
Northern Europe,1965,-0.837,1.93
Northern Europe,1965,0.639,0.923
Northern Europe,1965,-1.443,0.868
Northern Europe,1965,-0.22,0.979
Northern Europe,1965,-1.753,0.914
Northern Europe,1965,-1.017,0.731
Northern Europe,1965,0.916,0.864
Northern Europe,1965,0.852,1.259
Northern Europe,1965,-2.981,1.449
Northern Europe,1965,-2.791,2.186
Southern Europe,1965,0.108,0.843
Southern Europe,1965,-2.853,1.294
Southern Europe,1965,0.256,1.0
Southern Europe,1965,-0.364,0.861
Southern Europe,1965,0.357,0.719
Southern Europe,1965,0.747,0.695
Southern Europe,1965,-0.14,0.453
Southern Europe,1965,-0.608,0.729
Southern Europe,1965,-1.029,0.889
Southern Europe,1965,0.043,0.94
Southern Europe,1965,-0.01,0.862
Southern Europe,1965,0.947,0.883
Western Europe,1965,0.951,2.053
Western Europe,1965,-2.571,2.145
Western Europe,1965,-0.424,1.577
Western Europe,1965,-0.571,1.194
Western Europe,1965,-0.433,0.873
Western Europe,1965,0.082,1.019
Western Europe,1965,-1.366,1.099
Western Europe,1965,-1.122,0.908
Western Europe,1965,-1.33,1.174
Western Europe,1965,0.264,1.45
Western Europe,1965,-1.291,1.098
Western Europe,1965,1.466,1.828
Australia and New Zealand,1965,-0.043,0.654
Australia and New Zealand,1965,1.158,0.511
Australia and New Zealand,1965,-0.215,0.514
Australia and New Zealand,1965,-0.596,0.467
Australia and New Zealand,1965,0.6,0.691
Australia and New Zealand,1965,0.251,0.601
Australia and New Zealand,1965,-0.976,0.76
Australia and New Zealand,1965,0.333,0.608
Australia and New Zealand,1965,0.93,0.752
Australia and New Zealand,1965,0.817,0.833
Australia and New Zealand,1965,0.141,0.631
Australia and New Zealand,1965,0.405,0.708
Antarctica,1966,-1.431,1.24
Antarctica,1966,-0.1,1.084
Antarctica,1966,2.049,1.156
Antarctica,1966,0.377,1.868
Antarctica,1966,-2.139,1.704
Antarctica,1966,-2.133,1.929
Antarctica,1966,1.354,1.801
Antarctica,1966,-1.782,2.216
Antarctica,1966,0.875,2.058
Antarctica,1966,-0.486,1.344
Antarctica,1966,0.629,1.124
Antarctica,1966,0.88,1.161
South Africa,1966,1.284,0.637
South Africa,1966,-1.211,0.583
South Africa,1966,0.351,0.625
South Africa,1966,-0.198,0.64
South Africa,1966,0.186,0.483
South Africa,1966,1.292,0.788
South Africa,1966,-0.026,0.656
South Africa,1966,0.509,0.65
South Africa,1966,-0.412,0.742
South Africa,1966,0.815,0.762
South Africa,1966,0.614,0.657
South Africa,1966,1.036,0.701
Africa,1966,0.578,0.488
Africa,1966,0.09,0.483
Africa,1966,-0.353,0.484
Africa,1966,0.001,0.316
Africa,1966,-0.016,0.341
Africa,1966,0.302,0.292
Africa,1966,0.494,0.313
Africa,1966,0.417,0.303
Africa,1966,-0.029,0.304
Africa,1966,0.158,0.304
Africa,1966,0.207,0.314
Africa,1966,-0.046,0.353
Eastern Africa,1966,0.453,0.345
Eastern Africa,1966,0.195,0.338
Eastern Africa,1966,-0.26,0.363
Eastern Africa,1966,-0.242,0.399
Eastern Africa,1966,0.148,0.451
Eastern Africa,1966,0.314,0.369
Eastern Africa,1966,0.472,0.353
Eastern Africa,1966,0.307,0.349
Eastern Africa,1966,0.297,0.346
Eastern Africa,1966,-0.268,0.371
Eastern Africa,1966,0.002,0.304
Eastern Africa,1966,0.111,0.378
Middle Africa,1966,0.325,0.418
Middle Africa,1966,-0.238,0.506
Middle Africa,1966,-0.073,0.355
Middle Africa,1966,-0.201,0.317
Middle Africa,1966,0.046,0.291
Middle Africa,1966,0.056,0.26
Middle Africa,1966,0.522,0.327
Middle Africa,1966,0.258,0.295
Middle Africa,1966,-0.017,0.33
Middle Africa,1966,0.124,0.27
Middle Africa,1966,0.355,0.301
Middle Africa,1966,-0.117,0.401
Northern Africa,1966,1.04,0.767
Northern Africa,1966,0.644,0.804
Northern Africa,1966,-0.952,0.79
Northern Africa,1966,0.317,0.395
Northern Africa,1966,-0.154,0.506
Northern Africa,1966,0.28,0.308
Northern Africa,1966,0.394,0.419
Northern Africa,1966,0.578,0.312
Northern Africa,1966,0.054,0.368
Northern Africa,1966,0.565,0.45
Northern Africa,1966,0.218,0.624
Northern Africa,1966,-0.583,0.642
Southern Africa,1966,1.022,0.706
Southern Africa,1966,-0.91,0.624
Southern Africa,1966,0.082,0.753
Southern Africa,1966,-0.451,0.617
Southern Africa,1966,0.043,0.409
Southern Africa,1966,1.486,0.852
Southern Africa,1966,0.177,0.572
Southern Africa,1966,0.331,0.61
Southern Africa,1966,-0.51,0.621
Southern Africa,1966,0.757,0.685
Southern Africa,1966,0.772,0.585
Southern Africa,1966,0.713,0.58
Western Africa,1966,0.148,0.915
Western Africa,1966,-0.001,0.781
Western Africa,1966,-0.109,0.701
Western Africa,1966,0.228,0.498
Western Africa,1966,-0.086,0.425
Western Africa,1966,0.07,0.44
Western Africa,1966,0.766,0.446
Western Africa,1966,0.516,0.51
Western Africa,1966,-0.286,0.478
Western Africa,1966,-0.188,0.424
Western Africa,1966,-0.001,0.437
Western Africa,1966,0.281,0.57
Northern America,1966,-2.178,0.948
Northern America,1966,0.057,1.621
Northern America,1966,0.832,1.087
Northern America,1966,-0.847,0.825
Northern America,1966,-0.325,0.519
Northern America,1966,0.042,0.429
Northern America,1966,0.421,0.366
Northern America,1966,-0.174,0.38
Northern America,1966,0.604,0.602
Northern America,1966,-0.682,0.936
Northern America,1966,-0.981,0.627
Northern America,1966,0.29,1.326
Central America,1966,-1.01,0.595
Central America,1966,-1.007,0.52
Central America,1966,-0.495,0.643
Central America,1966,0.08,0.461
Central America,1966,0.12,0.325
Central America,1966,-0.219,0.403
Central America,1966,0.258,0.488
Central America,1966,-0.018,0.385
Central America,1966,0.057,0.403
Central America,1966,-0.371,0.469
Central America,1966,-0.151,0.566
Central America,1966,-0.715,0.513
South America,1966,0.299,0.263
South America,1966,-0.306,0.326
South America,1966,0.019,0.414
South America,1966,0.269,0.418
South America,1966,0.209,0.479
South America,1966,0.447,0.564
South America,1966,0.075,0.495
South America,1966,-0.448,0.39
South America,1966,-0.479,0.334
South America,1966,0.014,0.335
South America,1966,0.108,0.315
South America,1966,-0.222,0.272
Central Asia,1966,,
Central Asia,1966,,
Central Asia,1966,,
Central Asia,1966,,
Central Asia,1966,,
Central Asia,1966,,
Central Asia,1966,,
Central Asia,1966,,
Central Asia,1966,,
Central Asia,1966,,
Central Asia,1966,,
Central Asia,1966,,
Eastern Asia,1966,0.965,1.045
Eastern Asia,1966,2.362,1.725
Eastern Asia,1966,0.868,1.077
Eastern Asia,1966,-0.546,0.683
Eastern Asia,1966,-0.122,0.467
Eastern Asia,1966,-0.04,0.366
Eastern Asia,1966,-0.281,0.303
Eastern Asia,1966,0.516,0.42
Eastern Asia,1966,-0.218,0.482
Eastern Asia,1966,0.147,0.524
Eastern Asia,1966,-0.343,1.088
Eastern Asia,1966,-1.726,1.24
Southern Asia,1966,1.909,0.962
Southern Asia,1966,1.845,1.265
Southern Asia,1966,-0.017,0.867
Southern Asia,1966,-0.289,0.796
Southern Asia,1966,0.085,0.556
Southern Asia,1966,0.318,0.323
Southern Asia,1966,0.312,0.247
Southern Asia,1966,0.265,0.244
