Area,Year,Temperature Change,Standard Deviation
Africa,1991,0.492,0.304
Africa,1991,0.184,0.304
Africa,1991,0.206,0.314
Africa,1991,-0.453,0.353
Eastern Africa,1991,0.552,0.345
Eastern Africa,1991,0.634,0.338
Eastern Africa,1991,0.335,0.363
Eastern Africa,1991,-0.17,0.399
Eastern Africa,1991,0.46,0.451
Eastern Africa,1991,0.378,0.369
Eastern Africa,1991,0.049,0.353
Eastern Africa,1991,0.134,0.349
Eastern Africa,1991,0.275,0.346
Eastern Africa,1991,0.002,0.371
Eastern Africa,1991,0.333,0.304
Eastern Africa,1991,0.063,0.378
Middle Africa,1991,-0.065,0.418
Middle Africa,1991,0.614,0.506
Middle Africa,1991,0.572,0.355
Middle Africa,1991,0.064,0.317
Middle Africa,1991,0.067,0.291
Middle Africa,1991,1.062,0.26
Middle Africa,1991,0.146,0.327
Middle Africa,1991,0.26,0.295
Middle Africa,1991,0.077,0.33
Middle Africa,1991,-0.378,0.27
Middle Africa,1991,0.044,0.301
Middle Africa,1991,-0.33,0.401
Northern Africa,1991,-0.377,0.767
Northern Africa,1991,-0.349,0.804
Northern Africa,1991,0.512,0.79
Northern Africa,1991,0.227,0.395
Northern Africa,1991,-0.555,0.506
Northern Africa,1991,0.403,0.308
Northern Africa,1991,0.649,0.419
Northern Africa,1991,0.403,0.312
Northern Africa,1991,0.711,0.368
Northern Africa,1991,0.705,0.45
Northern Africa,1991,0.089,0.624
Northern Africa,1991,-1.371,0.642
Southern Africa,1991,-0.012,0.706
Southern Africa,1991,0.189,0.624
Southern Africa,1991,-0.001,0.753
Southern Africa,1991,0.372,0.617
Southern Africa,1991,1.19,0.409
Southern Africa,1991,0.118,0.852
Southern Africa,1991,0.185,0.572
Southern Africa,1991,0.141,0.61
Southern Africa,1991,0.31,0.621
Southern Africa,1991,0.13,0.685
Southern Africa,1991,0.009,0.585
Southern Africa,1991,-0.506,0.58
Western Africa,1991,1.089,0.915
Western Africa,1991,1.066,0.781
Western Africa,1991,0.575,0.701
Western Africa,1991,0.71,0.498
Western Africa,1991,-0.245,0.425
Western Africa,1991,1.059,0.44
Western Africa,1991,0.419,0.446
Western Africa,1991,0.579,0.51
Western Africa,1991,0.937,0.478
Western Africa,1991,0.258,0.424
Western Africa,1991,0.51,0.437
Western Africa,1991,0.225,0.57
Northern America,1991,-0.571,0.948
Northern America,1991,2.599,1.621
Northern America,1991,1.217,1.087
Northern America,1991,1.286,0.825
Northern America,1991,1.152,0.519
Northern America,1991,0.855,0.429
Northern America,1991,0.305,0.366
Northern America,1991,0.78,0.38
Northern America,1991,0.284,0.602
Northern America,1991,-0.392,0.936
Northern America,1991,-0.907,0.627
Northern America,1991,0.788,1.326
Central America,1991,0.625,0.595
Central America,1991,0.865,0.52
Central America,1991,0.795,0.643
Central America,1991,0.864,0.461
Central America,1991,0.502,0.325
Central America,1991,0.182,0.403
Central America,1991,-0.412,0.488
Central America,1991,0.29,0.385
Central America,1991,-0.371,0.403
Central America,1991,0.421,0.469
Central America,1991,-0.417,0.566
Central America,1991,0.411,0.513
South America,1991,0.296,0.263
South America,1991,0.499,0.326
South America,1991,0.487,0.414
South America,1991,0.642,0.418
South America,1991,0.865,0.479
South America,1991,0.695,0.564
South America,1991,0.099,0.495
South America,1991,0.136,0.39
South America,1991,0.438,0.334
South America,1991,0.084,0.335
South America,1991,0.266,0.315
South America,1991,0.475,0.272
Central Asia,1991,,
Central Asia,1991,,
Central Asia,1991,,
Central Asia,1991,,
Central Asia,1991,,
Central Asia,1991,,
Central Asia,1991,,
Central Asia,1991,,
Central Asia,1991,,
Central Asia,1991,,
Central Asia,1991,,
Central Asia,1991,,
Eastern Asia,1991,1.108,1.045
Eastern Asia,1991,1.397,1.725
Eastern Asia,1991,0.303,1.077
Eastern Asia,1991,-0.078,0.683
Eastern Asia,1991,0.086,0.467
Eastern Asia,1991,0.45,0.366
Eastern Asia,1991,0.409,0.303
Eastern Asia,1991,0.413,0.42
Eastern Asia,1991,0.383,0.482
Eastern Asia,1991,0.387,0.524
Eastern Asia,1991,0.475,1.088
Eastern Asia,1991,0.62,1.24
Southern Asia,1991,0.152,0.962
Southern Asia,1991,-0.048,1.265
Southern Asia,1991,0.004,0.867
Southern Asia,1991,0.037,0.796
Southern Asia,1991,-0.071,0.556
Southern Asia,1991,-0.051,0.323
Southern Asia,1991,0.557,0.247
Southern Asia,1991,0.113,0.244
Southern Asia,1991,0.2,0.243
Southern Asia,1991,-0.183,0.524
Southern Asia,1991,0.086,0.642
Southern Asia,1991,0.281,0.705
South-Eastern Asia,1991,0.769,0.567
South-Eastern Asia,1991,0.593,0.456
South-Eastern Asia,1991,0.893,0.381
South-Eastern Asia,1991,0.405,0.349
South-Eastern Asia,1991,0.247,0.25
South-Eastern Asia,1991,0.407,0.22
South-Eastern Asia,1991,0.544,0.2
South-Eastern Asia,1991,0.381,0.162
South-Eastern Asia,1991,0.378,0.143
South-Eastern Asia,1991,0.114,0.178
South-Eastern Asia,1991,-0.106,0.368
South-Eastern Asia,1991,0.067,0.465
Western Asia,1991,0.105,1.179
Western Asia,1991,-0.481,1.261
Western Asia,1991,0.268,0.935
Western Asia,1991,1.594,0.759
Western Asia,1991,-0.224,0.572
Western Asia,1991,0.395,0.539
Western Asia,1991,-0.438,0.474
Western Asia,1991,-0.264,0.568
Western Asia,1991,-0.186,0.585
Western Asia,1991,0.262,0.653
Western Asia,1991,0.537,0.934
Western Asia,1991,-0.603,0.997
Eastern Europe,1991,1.947,1.94
Eastern Europe,1991,-0.371,1.869
Eastern Europe,1991,0.787,1.375
Eastern Europe,1991,1.037,0.866
Eastern Europe,1991,-0.927,0.642
Eastern Europe,1991,0.264,0.638
Eastern Europe,1991,0.855,0.539
Eastern Europe,1991,0.395,0.453
Eastern Europe,1991,0.576,0.576
Eastern Europe,1991,1.412,0.86
Eastern Europe,1991,0.94,0.88
Eastern Europe,1991,0.169,1.055
Northern Europe,1991,2.405,2.461
Northern Europe,1991,-0.162,2.643
Northern Europe,1991,2.039,1.93
Northern Europe,1991,0.997,0.923
Northern Europe,1991,-0.442,0.868
Northern Europe,1991,-1.41,0.979
Northern Europe,1991,1.261,0.914
Northern Europe,1991,1.359,0.731
Northern Europe,1991,-0.09,0.864
Northern Europe,1991,0.357,1.259
Northern Europe,1991,1.319,1.449
Northern Europe,1991,2.607,2.186
Southern Europe,1991,0.042,0.843
Southern Europe,1991,-1.381,1.294
Southern Europe,1991,1.66,1.0
Southern Europe,1991,-0.745,0.861
Southern Europe,1991,-1.54,0.719
Southern Europe,1991,0.614,0.695
Southern Europe,1991,0.97,0.453
Southern Europe,1991,1.405,0.729
Southern Europe,1991,1.424,0.889
Southern Europe,1991,-0.667,0.94
Southern Europe,1991,-0.041,0.862
Southern Europe,1991,-1.222,0.883
Western Europe,1991,1.276,2.053
Western Europe,1991,-2.269,2.145
Western Europe,1991,2.868,1.577
Western Europe,1991,-0.365,1.194
Western Europe,1991,-1.885,0.873
Western Europe,1991,-1.156,1.019
Western Europe,1991,1.849,1.099
Western Europe,1991,2.203,0.908
Western Europe,1991,1.942,1.174
Western Europe,1991,-0.655,1.45
Western Europe,1991,-0.033,1.098
Western Europe,1991,-0.507,1.828
Australia and New Zealand,1991,0.548,0.654
Australia and New Zealand,1991,0.704,0.511
Australia and New Zealand,1991,0.271,0.514
Australia and New Zealand,1991,0.4,0.467
Australia and New Zealand,1991,0.74,0.691
Australia and New Zealand,1991,1.676,0.601
Australia and New Zealand,1991,0.521,0.76
Australia and New Zealand,1991,0.433,0.608
Australia and New Zealand,1991,0.728,0.752
Australia and New Zealand,1991,1.487,0.833
Australia and New Zealand,1991,0.24,0.631
Australia and New Zealand,1991,-0.03,0.708
Antarctica,1992,-0.623,1.24
Antarctica,1992,-1.759,1.084
Antarctica,1992,-1.091,1.156
Antarctica,1992,2.19,1.868
Antarctica,1992,-0.956,1.704
Antarctica,1992,2.086,1.929
Antarctica,1992,0.048,1.801
Antarctica,1992,-0.408,2.216
Antarctica,1992,0.501,2.058
Antarctica,1992,2.934,1.344
Antarctica,1992,-0.35,1.124
Antarctica,1992,0.017,1.161
South Africa,1992,1.127,0.637
South Africa,1992,1.56,0.583
South Africa,1992,0.914,0.625
South Africa,1992,1.691,0.64
South Africa,1992,0.782,0.483
South Africa,1992,0.451,0.788
South Africa,1992,0.762,0.656
South Africa,1992,-0.206,0.65
South Africa,1992,1.425,0.742
South Africa,1992,0.492,0.762
South Africa,1992,0.054,0.657
South Africa,1992,0.989,0.701
Africa,1992,-0.274,0.488
Africa,1992,-0.199,0.483
Africa,1992,0.339,0.484
Africa,1992,0.597,0.316
Africa,1992,0.163,0.341
Africa,1992,0.458,0.292
Africa,1992,0.041,0.313
Africa,1992,0.019,0.303
Africa,1992,0.215,0.304
Africa,1992,0.484,0.304
Africa,1992,-0.07,0.314
Africa,1992,0.304,0.353
Eastern Africa,1992,0.364,0.345
Eastern Africa,1992,0.655,0.338
Eastern Africa,1992,0.981,0.363
Eastern Africa,1992,0.942,0.399
Eastern Africa,1992,0.802,0.451
Eastern Africa,1992,0.911,0.369
Eastern Africa,1992,0.241,0.353
Eastern Africa,1992,-0.114,0.349
Eastern Africa,1992,0.137,0.346
Eastern Africa,1992,0.451,0.371
Eastern Africa,1992,0.385,0.304
Eastern Africa,1992,0.557,0.378
Middle Africa,1992,-0.253,0.418
Middle Africa,1992,-0.35,0.506
Middle Africa,1992,0.418,0.355
Middle Africa,1992,0.405,0.317
Middle Africa,1992,-0.233,0.291
Middle Africa,1992,0.131,0.26
Middle Africa,1992,-0.705,0.327
Middle Africa,1992,-0.454,0.295
Middle Africa,1992,-0.229,0.33
Middle Africa,1992,-0.094,0.27
Middle Africa,1992,-0.492,0.301
Middle Africa,1992,-0.356,0.401
Northern Africa,1992,-1.114,0.767
Northern Africa,1992,-1.709,0.804
Northern Africa,1992,-0.412,0.79
Northern Africa,1992,0.083,0.395
Northern Africa,1992,-0.175,0.506
Northern Africa,1992,0.251,0.308
Northern Africa,1992,0.24,0.419
Northern Africa,1992,0.34,0.312
Northern Africa,1992,0.097,0.368
Northern Africa,1992,1.111,0.45
Northern Africa,1992,0.124,0.624
Northern Africa,1992,0.279,0.642
Southern Africa,1992,1.082,0.706
Southern Africa,1992,2.086,0.624
Southern Africa,1992,1.269,0.753
Southern Africa,1992,1.841,0.617
Southern Africa,1992,0.788,0.409
Southern Africa,1992,0.665,0.852
Southern Africa,1992,0.767,0.572
Southern Africa,1992,-0.383,0.61
Southern Africa,1992,1.198,0.621
Southern Africa,1992,0.447,0.685
Southern Africa,1992,0.065,0.585
Southern Africa,1992,0.91,0.58
Western Africa,1992,-0.376,0.915
Western Africa,1992,0.177,0.781
Western Africa,1992,0.23,0.701
Western Africa,1992,0.618,0.498
Western Africa,1992,0.123,0.425
Western Africa,1992,0.537,0.44
Western Africa,1992,0.042,0.446
Western Africa,1992,0.367,0.51
Western Africa,1992,0.512,0.478
Western Africa,1992,0.28,0.424
Western Africa,1992,-0.412,0.437
Western Africa,1992,0.598,0.57
Northern America,1992,2.568,0.948
Northern America,1992,1.149,1.621
Northern America,1992,2.056,1.087
Northern America,1992,-0.149,0.825
Northern America,1992,-0.337,0.519
Northern America,1992,-0.507,0.429
Northern America,1992,-0.977,0.366
Northern America,1992,-0.639,0.38
Northern America,1992,-0.941,0.602
Northern America,1992,-0.278,0.936
Northern America,1992,-0.022,0.627
Northern America,1992,-0.489,1.326
Central America,1992,-0.264,0.595
Central America,1992,0.057,0.52
Central America,1992,0.375,0.643
Central America,1992,0.1,0.461
Central America,1992,-0.374,0.325
Central America,1992,0.679,0.403
Central America,1992,0.178,0.488
Central America,1992,0.027,0.385
Central America,1992,0.383,0.403
Central America,1992,0.393,0.469
Central America,1992,-0.164,0.566
Central America,1992,0.806,0.513
South America,1992,0.374,0.263
South America,1992,0.15,0.326
South America,1992,0.643,0.414
South America,1992,0.727,0.418
South America,1992,0.836,0.479
South America,1992,1.256,0.564
South America,1992,-0.655,0.495
South America,1992,0.058,0.39
South America,1992,-0.27,0.334
South America,1992,0.192,0.335
South America,1992,-0.198,0.315
South America,1992,0.13,0.272
Central Asia,1992,4.103,
Central Asia,1992,2.938,
Central Asia,1992,-1.422,
Central Asia,1992,0.135,
Central Asia,1992,-1.812,
Central Asia,1992,-0.872,
Central Asia,1992,-0.514,
Central Asia,1992,-1.443,
Central Asia,1992,-1.39,
Central Asia,1992,-0.039,
Central Asia,1992,2.117,
Central Asia,1992,1.765,
Eastern Asia,1992,1.529,1.045
Eastern Asia,1992,1.0,1.725
Eastern Asia,1992,0.216,1.077
Eastern Asia,1992,1.157,0.683
Eastern Asia,1992,0.306,0.467
Eastern Asia,1992,-0.391,0.366
Eastern Asia,1992,-0.271,0.303
Eastern Asia,1992,-0.219,0.42
Eastern Asia,1992,-0.339,0.482
Eastern Asia,1992,-0.643,0.524
Eastern Asia,1992,-0.156,1.088
Eastern Asia,1992,1.157,1.24
Southern Asia,1992,-0.396,0.962
Southern Asia,1992,-0.821,1.265
Southern Asia,1992,-1.05,0.867
Southern Asia,1992,-0.582,0.796
Southern Asia,1992,-1.018,0.556
Southern Asia,1992,0.404,0.323
Southern Asia,1992,0.089,0.247
Southern Asia,1992,-0.372,0.244
Southern Asia,1992,-0.549,0.243
Southern Asia,1992,-0.314,0.524
Southern Asia,1992,0.562,0.642
Southern Asia,1992,0.529,0.705
South-Eastern Asia,1992,-0.101,0.567
South-Eastern Asia,1992,0.232,0.456
South-Eastern Asia,1992,0.713,0.381
South-Eastern Asia,1992,0.962,0.349
South-Eastern Asia,1992,0.521,0.25
South-Eastern Asia,1992,0.591,0.22
South-Eastern Asia,1992,0.088,0.2
South-Eastern Asia,1992,0.636,0.162
South-Eastern Asia,1992,0.365,0.143
South-Eastern Asia,1992,-0.385,0.178
South-Eastern Asia,1992,-0.503,0.368
South-Eastern Asia,1992,-0.059,0.465
Western Asia,1992,-2.842,1.179
Western Asia,1992,-3.157,1.261
Western Asia,1992,-2.613,0.935
Western Asia,1992,-0.682,0.759
Western Asia,1992,-0.549,0.572
Western Asia,1992,-0.074,0.539
Western Asia,1992,-0.955,0.474
Western Asia,1992,0.087,0.568
Western Asia,1992,-0.279,0.585
Western Asia,1992,0.046,0.653
Western Asia,1992,-0.518,0.934
Western Asia,1992,-1.36,0.997
Eastern Europe,1992,2.718,1.94
Eastern Europe,1992,3.562,1.869
Eastern Europe,1992,1.824,1.375
Eastern Europe,1992,-0.643,0.866
Eastern Europe,1992,1.168,0.642
Eastern Europe,1992,-0.661,0.638
Eastern Europe,1992,-0.379,0.539
Eastern Europe,1992,0.049,0.453
Eastern Europe,1992,-0.682,0.576
Eastern Europe,1992,-0.493,0.86
Eastern Europe,1992,-1.249,0.88
Eastern Europe,1992,1.409,1.055
Northern Europe,1992,4.219,2.461
Northern Europe,1992,4.305,2.643
Northern Europe,1992,3.201,1.93
Northern Europe,1992,-0.541,0.923
Northern Europe,1992,2.119,0.868
Northern Europe,1992,1.61,0.979
Northern Europe,1992,-0.248,0.914
Northern Europe,1992,-0.515,0.731
Northern Europe,1992,0.755,0.864
Northern Europe,1992,-3.783,1.259
Northern Europe,1992,-0.763,1.449
Northern Europe,1992,2.771,2.186
Southern Europe,1992,-0.47,0.843
Southern Europe,1992,-0.101,1.294
Southern Europe,1992,0.582,1.0
Southern Europe,1992,0.783,0.861
Southern Europe,1992,1.18,0.719
Southern Europe,1992,-0.911,0.695
Southern Europe,1992,0.397,0.453
Southern Europe,1992,2.093,0.729
Southern Europe,1992,0.343,0.889
Southern Europe,1992,-0.04,0.94
Southern Europe,1992,1.354,0.862
Southern Europe,1992,0.173,0.883
Western Europe,1992,0.573,2.053
Western Europe,1992,1.627,2.145
Western Europe,1992,1.319,1.577
Western Europe,1992,0.48,1.194
Western Europe,1992,2.361,0.873
Western Europe,1992,0.76,1.019
Western Europe,1992,1.438,1.099
Western Europe,1992,2.716,0.908
Western Europe,1992,0.183,1.174
Western Europe,1992,-1.882,1.45
Western Europe,1992,1.877,1.098
Western Europe,1992,0.716,1.828
Australia and New Zealand,1992,-0.152,0.654
Australia and New Zealand,1992,0.367,0.511
Australia and New Zealand,1992,0.899,0.514
Australia and New Zealand,1992,0.754,0.467
Australia and New Zealand,1992,0.677,0.691
Australia and New Zealand,1992,0.132,0.601
Australia and New Zealand,1992,0.65,0.76
Australia and New Zealand,1992,0.299,0.608
Australia and New Zealand,1992,-0.005,0.752
Australia and New Zealand,1992,-0.421,0.833
Australia and New Zealand,1992,-0.962,0.631
Australia and New Zealand,1992,-0.395,0.708
Antarctica,1993,-0.271,1.24
Antarctica,1993,-1.424,1.084
Antarctica,1993,0.78,1.156
Antarctica,1993,-0.987,1.868
Antarctica,1993,-0.717,1.704
Antarctica,1993,-2.711,1.929
Antarctica,1993,0.372,1.801
Antarctica,1993,-3.094,2.216
Antarctica,1993,-0.307,2.058
Antarctica,1993,-0.149,1.344
Antarctica,1993,-0.32,1.124
Antarctica,1993,-1.275,1.161
South Africa,1993,1.107,0.637
South Africa,1993,-0.098,0.583
South Africa,1993,0.806,0.625
South Africa,1993,0.032,0.64
South Africa,1993,0.648,0.483
South Africa,1993,0.308,0.788
South Africa,1993,1.803,0.656
South Africa,1993,0.728,0.65
South Africa,1993,1.649,0.742
South Africa,1993,1.274,0.762
South Africa,1993,0.352,0.657
South Africa,1993,0.433,0.701
Africa,1993,-0.444,0.488
Africa,1993,-0.518,0.483
Africa,1993,0.128,0.484
Africa,1993,0.51,0.316
Africa,1993,0.537,0.341
Africa,1993,0.692,0.292
Africa,1993,0.74,0.313
Africa,1993,0.614,0.303
Africa,1993,0.63,0.304
Africa,1993,0.852,0.304
Africa,1993,0.846,0.314
Africa,1993,0.737,0.353
Eastern Africa,1993,-0.131,0.345
Eastern Africa,1993,-0.36,0.338
Eastern Africa,1993,-0.141,0.363
Eastern Africa,1993,0.417,0.399
Eastern Africa,1993,0.305,0.451
Eastern Africa,1993,0.333,0.369
Eastern Africa,1993,0.29,0.353
Eastern Africa,1993,0.155,0.349
Eastern Africa,1993,0.041,0.346
Eastern Africa,1993,0.466,0.371
Eastern Africa,1993,0.356,0.304
Eastern Africa,1993,0.857,0.378
Middle Africa,1993,-0.507,0.418
Middle Africa,1993,-0.478,0.506
Middle Africa,1993,-0.021,0.355
Middle Africa,1993,0.0,0.317
Middle Africa,1993,0.208,0.291
Middle Africa,1993,0.327,0.26
Middle Africa,1993,0.716,0.327
Middle Africa,1993,0.773,0.295
Middle Africa,1993,0.297,0.33
Middle Africa,1993,0.396,0.27
Middle Africa,1993,0.788,0.301
Middle Africa,1993,0.769,0.401
Northern Africa,1993,-0.661,0.767
Northern Africa,1993,-1.243,0.804
Northern Africa,1993,-0.189,0.79
Northern Africa,1993,0.773,0.395
Northern Africa,1993,0.32,0.506
Northern Africa,1993,1.052,0.308
Northern Africa,1993,0.652,0.419
Northern Africa,1993,0.582,0.312
Northern Africa,1993,1.011,0.368
Northern Africa,1993,1.33,0.45
Northern Africa,1993,1.097,0.624
Northern Africa,1993,0.921,0.642
Southern Africa,1993,0.888,0.706
Southern Africa,1993,-0.271,0.624
Southern Africa,1993,0.588,0.753
Southern Africa,1993,-0.051,0.617
Southern Africa,1993,1.07,0.409
Southern Africa,1993,0.591,0.852
Southern Africa,1993,1.714,0.572
Southern Africa,1993,0.758,0.61
Southern Africa,1993,1.365,0.621
Southern Africa,1993,1.367,0.685
Southern Africa,1993,0.188,0.585
Southern Africa,1993,0.363,0.58
Western Africa,1993,-0.974,0.915
Western Africa,1993,0.172,0.781
Western Africa,1993,0.797,0.701
Western Africa,1993,1.031,0.498
Western Africa,1993,1.192,0.425
Western Africa,1993,0.99,0.44
Western Africa,1993,0.92,0.446
Western Africa,1993,0.897,0.51
Western Africa,1993,0.731,0.478
Western Africa,1993,0.857,0.424
Western Africa,1993,1.339,0.437
Western Africa,1993,0.487,0.57
Northern America,1993,0.882,0.948
Northern America,1993,-0.475,1.621
Northern America,1993,1.52,1.087
Northern America,1993,0.592,0.825
Northern America,1993,0.979,0.519
Northern America,1993,0.105,0.429
Northern America,1993,0.01,0.366
Northern America,1993,0.19,0.38
Northern America,1993,-0.455,0.602
Northern America,1993,-0.052,0.936
Northern America,1993,-0.961,0.627
Northern America,1993,1.402,1.326
Central America,1993,1.044,0.595
Central America,1993,0.64,0.52
Central America,1993,0.18,0.643
Central America,1993,0.282,0.461
Central America,1993,-0.009,0.325
Central America,1993,0.249,0.403
Central America,1993,0.024,0.488
Central America,1993,0.316,0.385
Central America,1993,-0.258,0.403
Central America,1993,0.41,0.469
Central America,1993,0.318,0.566
Central America,1993,0.826,0.513
South America,1993,0.31,0.263
South America,1993,0.091,0.326
South America,1993,0.707,0.414
South America,1993,0.698,0.418
South America,1993,0.373,0.479
South America,1993,0.57,0.564
South America,1993,0.185,0.495
South America,1993,0.268,0.39
South America,1993,0.251,0.334
South America,1993,0.689,0.335
South America,1993,0.488,0.315
South America,1993,0.486,0.272
Central Asia,1993,2.731,
Central Asia,1993,1.642,
Central Asia,1993,0.22,
Central Asia,1993,-0.585,
Central Asia,1993,-1.614,
Central Asia,1993,0.103,
Central Asia,1993,-0.088,
Central Asia,1993,-0.006,
Central Asia,1993,-1.346,
Central Asia,1993,-0.397,
Central Asia,1993,-6.055,
Central Asia,1993,-1.893,
Eastern Asia,1993,-0.091,1.045
Eastern Asia,1993,3.065,1.725
Eastern Asia,1993,1.425,1.077
Eastern Asia,1993,-0.097,0.683
Eastern Asia,1993,-0.426,0.467
Eastern Asia,1993,-0.032,0.366
Eastern Asia,1993,-0.518,0.303
Eastern Asia,1993,-0.866,0.42
Eastern Asia,1993,0.255,0.482
Eastern Asia,1993,-0.146,0.524
Eastern Asia,1993,-0.223,1.088
Eastern Asia,1993,0.287,1.24
Southern Asia,1993,-0.202,0.962
Southern Asia,1993,0.665,1.265
Southern Asia,1993,-0.977,0.867
Southern Asia,1993,-0.033,0.796
Southern Asia,1993,0.276,0.556
Southern Asia,1993,0.155,0.323
Southern Asia,1993,0.082,0.247
Southern Asia,1993,0.283,0.244
Southern Asia,1993,0.252,0.243
Southern Asia,1993,-0.24,0.524
Southern Asia,1993,0.293,0.642
Southern Asia,1993,0.535,0.705
South-Eastern Asia,1993,-0.048,0.567
South-Eastern Asia,1993,0.045,0.456
South-Eastern Asia,1993,0.002,0.381
South-Eastern Asia,1993,0.036,0.349
South-Eastern Asia,1993,0.151,0.25
South-Eastern Asia,1993,0.747,0.22
South-Eastern Asia,1993,0.579,0.2
South-Eastern Asia,1993,0.363,0.162
South-Eastern Asia,1993,0.248,0.143
South-Eastern Asia,1993,0.126,0.178
South-Eastern Asia,1993,0.434,0.368
South-Eastern Asia,1993,0.162,0.465
Western Asia,1993,-0.995,1.179
Western Asia,1993,-1.443,1.261
Western Asia,1993,-0.591,0.935
Western Asia,1993,-0.426,0.759
Western Asia,1993,-0.814,0.572
Western Asia,1993,0.025,0.539
Western Asia,1993,0.219,0.474
Western Asia,1993,0.613,0.568
Western Asia,1993,0.591,0.585
Western Asia,1993,0.838,0.653
Western Asia,1993,-0.589,0.934
Western Asia,1993,1.234,0.997
Eastern Europe,1993,3.515,1.94
Eastern Europe,1993,3.987,1.869
Eastern Europe,1993,2.486,1.375
Eastern Europe,1993,0.133,0.866
Eastern Europe,1993,0.565,0.642
Eastern Europe,1993,0.352,0.638
Eastern Europe,1993,0.48,0.539
Eastern Europe,1993,-0.064,0.453
Eastern Europe,1993,-0.933,0.576
Eastern Europe,1993,0.23,0.86
Eastern Europe,1993,-2.105,0.88
Eastern Europe,1993,-0.316,1.055
Northern Europe,1993,3.276,2.461
Northern Europe,1993,3.6,2.643
Northern Europe,1993,1.728,1.93
Northern Europe,1993,1.236,0.923
Northern Europe,1993,1.948,0.868
Northern Europe,1993,-1.668,0.979
Northern Europe,1993,-0.331,0.914
Northern Europe,1993,-1.017,0.731
Northern Europe,1993,-1.953,0.864
Northern Europe,1993,-1.626,1.259
Northern Europe,1993,-1.055,1.449
Northern Europe,1993,0.034,2.186
Southern Europe,1993,0.25,0.843
Southern Europe,1993,-0.944,1.294
Southern Europe,1993,-0.222,1.0
Southern Europe,1993,0.309,0.861
Southern Europe,1993,0.632,0.719
Southern Europe,1993,0.99,0.695
Southern Europe,1993,0.267,0.453
Southern Europe,1993,1.266,0.729
Southern Europe,1993,-0.585,0.889
Southern Europe,1993,0.027,0.94
Southern Europe,1993,-1.096,0.862
Southern Europe,1993,1.23,0.883
Western Europe,1993,2.806,2.053
Western Europe,1993,-0.587,2.145
Western Europe,1993,0.334,1.577
Western Europe,1993,2.015,1.194
Western Europe,1993,2.078,0.873
Western Europe,1993,0.938,1.019
Western Europe,1993,-0.424,1.099
Western Europe,1993,0.331,0.908
Western Europe,1993,-0.877,1.174
Western Europe,1993,-0.91,1.45
Western Europe,1993,-2.482,1.098
Western Europe,1993,2.043,1.828
Australia and New Zealand,1993,0.522,0.654
Australia and New Zealand,1993,-0.222,0.511
Australia and New Zealand,1993,0.091,0.514
Australia and New Zealand,1993,1.165,0.467
Australia and New Zealand,1993,1.001,0.691
Australia and New Zealand,1993,0.042,0.601
Australia and New Zealand,1993,1.154,0.76
Australia and New Zealand,1993,0.806,0.608
Australia and New Zealand,1993,0.257,0.752
Australia and New Zealand,1993,-0.363,0.833
Australia and New Zealand,1993,0.604,0.631
Australia and New Zealand,1993,-0.445,0.708
Antarctica,1994,-0.619,1.24
Antarctica,1994,-2.332,1.084
Antarctica,1994,-0.253,1.156
Antarctica,1994,0.031,1.868
Antarctica,1994,-1.109,1.704
Antarctica,1994,2.896,1.929
Antarctica,1994,0.159,1.801
Antarctica,1994,-1.019,2.216
Antarctica,1994,1.425,2.058
Antarctica,1994,-0.565,1.344
Antarctica,1994,-0.151,1.124
Antarctica,1994,-1.31,1.161
South Africa,1994,-0.274,0.637
South Africa,1994,-0.145,0.583
South Africa,1994,0.327,0.625
South Africa,1994,1.125,0.64
South Africa,1994,0.664,0.483
South Africa,1994,-0.47,0.788
South Africa,1994,-0.934,0.656
South Africa,1994,0.083,0.65
South Africa,1994,1.068,0.742
South Africa,1994,-0.274,0.762
South Africa,1994,0.617,0.657
South Africa,1994,0.615,0.701
Africa,1994,0.271,0.488
Africa,1994,-0.108,0.483
Africa,1994,0.698,0.484
Africa,1994,0.583,0.316
Africa,1994,0.766,0.341
Africa,1994,0.419,0.292
Africa,1994,0.2,0.313
Africa,1994,0.361,0.303
Africa,1994,0.431,0.304
Africa,1994,0.324,0.304
Africa,1994,0.299,0.314
Africa,1994,-0.003,0.353
Eastern Africa,1994,0.378,0.345
Eastern Africa,1994,0.149,0.338
Eastern Africa,1994,0.448,0.363
Eastern Africa,1994,0.452,0.399
Eastern Africa,1994,0.372,0.451
Eastern Africa,1994,0.367,0.369
Eastern Africa,1994,0.236,0.353
Eastern Africa,1994,0.264,0.349
Eastern Africa,1994,0.384,0.346
Eastern Africa,1994,0.077,0.371
Eastern Africa,1994,0.587,0.304
Eastern Africa,1994,0.378,0.378
Middle Africa,1994,0.654,0.418
Middle Africa,1994,0.032,0.506
Middle Africa,1994,0.895,0.355
Middle Africa,1994,0.338,0.317
Middle Africa,1994,0.487,0.291
Middle Africa,1994,0.35,0.26
Middle Africa,1994,0.26,0.327
Middle Africa,1994,0.216,0.295
Middle Africa,1994,0.283,0.33
Middle Africa,1994,-0.07,0.27
Middle Africa,1994,-0.315,0.301
Middle Africa,1994,-0.046,0.401
Northern Africa,1994,0.676,0.767
Northern Africa,1994,-0.376,0.804
Northern Africa,1994,0.338,0.79
Northern Africa,1994,0.335,0.395
Northern Africa,1994,1.186,0.506
Northern Africa,1994,0.514,0.308
